ModuleID,PartID,Correct Answer,First Response Count,Last Response Count,ValueID,AnswerValue,Variant,Problem Display Name,Question
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,12,0,[choice_0],"[Small, strong, self-directed and cross functional teams]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,12,1,[choice_0|choice_3|choice_4],"[Small, strong, self-directed and cross functional teams|Avoiding of documentation|Incremental development]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,16,1,[choice_0|choice_1|choice_3],"[Small, strong, self-directed and cross functional teams|Collaboration and trust|Avoiding of documentation]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,1,477,534,[choice_0|choice_1|choice_4],"[Small, strong, self-directed and cross functional teams|Collaboration and trust|Incremental development]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83fe64b93aff44fca87c58342fe0eaa8,83fe64b93aff44fca87c58342fe0eaa8_2_1,0,25,11,choice_3,The Project Team delivers the solutions,,Logical Steps in Bidding & Proposal,"According to the lecture, what is the next logical step after Bidding and Proposal in Lean Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83fe64b93aff44fca87c58342fe0eaa8,83fe64b93aff44fca87c58342fe0eaa8_2_1,0,75,6,choice_0,The Owner develops backlogs,,Logical Steps in Bidding & Proposal,"According to the lecture, what is the next logical step after Bidding and Proposal in Lean Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83fe64b93aff44fca87c58342fe0eaa8,83fe64b93aff44fca87c58342fe0eaa8_2_1,0,165,9,choice_2,The Project Team prioritizes the work,,Logical Steps in Bidding & Proposal,"According to the lecture, what is the next logical step after Bidding and Proposal in Lean Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83fe64b93aff44fca87c58342fe0eaa8,83fe64b93aff44fca87c58342fe0eaa8_2_1,1,382,621,choice_1,The Project Team defines the work,,Logical Steps in Bidding & Proposal,"According to the lecture, what is the next logical step after Bidding and Proposal in Lean Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@89707f79c37b4d3584b85608bcf309ea,89707f79c37b4d3584b85608bcf309ea_2_1,0,41,1,choice_1,Daily Scrum,,Question 2,_____________ is an opportunity for the Scrum Team to inspect itself and create a plan for improvements to be enacted during the next Sprint.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@89707f79c37b4d3584b85608bcf309ea,89707f79c37b4d3584b85608bcf309ea_2_1,0,47,2,choice_0,Sprint Planning,,Question 2,_____________ is an opportunity for the Scrum Team to inspect itself and create a plan for improvements to be enacted during the next Sprint.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@89707f79c37b4d3584b85608bcf309ea,89707f79c37b4d3584b85608bcf309ea_2_1,0,425,4,choice_2,Sprint Review,,Question 2,_____________ is an opportunity for the Scrum Team to inspect itself and create a plan for improvements to be enacted during the next Sprint.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@89707f79c37b4d3584b85608bcf309ea,89707f79c37b4d3584b85608bcf309ea_2_1,1,1610,2116,choice_3,Sprint Retrospective,,Question 2,_____________ is an opportunity for the Scrum Team to inspect itself and create a plan for improvements to be enacted during the next Sprint.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9379b53f3baf434daa15890fcb6ba5d1,9379b53f3baf434daa15890fcb6ba5d1_2_1,0,133,8,choice_0,Acceptance Criteria should clearly define the primary use cases for testing.,,Question 2,Which of the following statements about Acceptance Criteria is NOT correct?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9379b53f3baf434daa15890fcb6ba5d1,9379b53f3baf434daa15890fcb6ba5d1_2_1,0,188,5,choice_2,Acceptance Criteria must specify any performance that the product increment should meet.,,Question 2,Which of the following statements about Acceptance Criteria is NOT correct?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9379b53f3baf434daa15890fcb6ba5d1,9379b53f3baf434daa15890fcb6ba5d1_2_1,0,246,2,choice_3,Acceptance Criteria must be comprehensive in detailing all tests that will be run to close the story.,,Question 2,Which of the following statements about Acceptance Criteria is NOT correct?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9379b53f3baf434daa15890fcb6ba5d1,9379b53f3baf434daa15890fcb6ba5d1_2_1,1,1809,2361,choice_1,Acceptance Criteria should restate the Value Statement.,,Question 2,Which of the following statements about Acceptance Criteria is NOT correct?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@988364b7eb9646988c1b6a86eff74de2,988364b7eb9646988c1b6a86eff74de2_2_1,0,17,8,choice_2,Scrum,,Question 9,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@988364b7eb9646988c1b6a86eff74de2,988364b7eb9646988c1b6a86eff74de2_2_1,0,28,15,choice_1,Lean,,Question 9,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@988364b7eb9646988c1b6a86eff74de2,988364b7eb9646988c1b6a86eff74de2_2_1,0,72,1,choice_3,Hybrid Agile,,Question 9,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@988364b7eb9646988c1b6a86eff74de2,988364b7eb9646988c1b6a86eff74de2_2_1,1,421,514,choice_0,Traditional Project Management,,Question 9,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9f99ece772b84b5285a043b47b67a737,9f99ece772b84b5285a043b47b67a737_2_1,0,51,12,choice_2,The Program Board captures all work and dependencies across teams,,Question 18,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9f99ece772b84b5285a043b47b67a737,9f99ece772b84b5285a043b47b67a737_2_1,0,97,9,choice_1,Points are considered absolute to compare across teams with one point equal to one person for one day.,,Question 18,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9f99ece772b84b5285a043b47b67a737,9f99ece772b84b5285a043b47b67a737_2_1,0,97,14,choice_0,Agile Teams get in a room and conduct faster Scrum-like Planning.,,Question 18,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@9f99ece772b84b5285a043b47b67a737,9f99ece772b84b5285a043b47b67a737_2_1,1,284,494,choice_3,PI objectives are given business value points by Agile Teams.,,Question 18,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a23d81db58874331b26a25466153ebe4,a23d81db58874331b26a25466153ebe4_2_1,0,11,5,choice_2,Start development work,,Question 10,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a23d81db58874331b26a25466153ebe4,a23d81db58874331b26a25466153ebe4_2_1,0,82,5,choice_0,Set up a customer review meeting to capture more details,,Question 10,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a23d81db58874331b26a25466153ebe4,a23d81db58874331b26a25466153ebe4_2_1,0,90,4,choice_1,Start planning and estimating,,Question 10,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a23d81db58874331b26a25466153ebe4,a23d81db58874331b26a25466153ebe4_2_1,1,354,523,choice_3,Decompose the features into stories,,Question 10,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,0,2,[choice_0|choice_1|choice_2],[Story points|Assumptions|Planned release],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,1,0,[choice_0|choice_1|choice_3|choice_4],[Story points|Assumptions|Value statement|Acceptance criteria],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,1,1,[choice_0],[Story points],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,1,1,[choice_0|choice_2|choice_3],[Story points|Planned release|Value statement],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,1,2,[choice_1|choice_2|choice_4],[Assumptions|Planned release|Acceptance criteria],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,4,0,[choice_1|choice_2|choice_3],[Assumptions|Planned release|Value statement],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,5,1,[choice_2|choice_3|choice_4],[Planned release|Value statement|Acceptance criteria],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,6,1,[choice_0|choice_2|choice_4],[Story points|Planned release|Acceptance criteria],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,9,2,[choice_0|choice_1|choice_3],[Story points|Assumptions|Value statement],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,10,3,[choice_0|choice_1|choice_4],[Story points|Assumptions|Acceptance criteria],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,0,41,4,[choice_0|choice_3|choice_4],[Story points|Value statement|Acceptance criteria],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4ddd81a4c3c45e4894fc4b615d5dadf,a4ddd81a4c3c45e4894fc4b615d5dadf_2_1,1,459,521,[choice_1|choice_3|choice_4],[Assumptions|Value statement|Acceptance criteria],,Question 12,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4de99afa37b4f6892240f4e05c4286d,a4de99afa37b4f6892240f4e05c4286d_2_1,0,44,1,choice_3,Resource diagram,,Question 1,The key document that sets up the Scrum team is the ______________.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4de99afa37b4f6892240f4e05c4286d,a4de99afa37b4f6892240f4e05c4286d_2_1,0,45,1,choice_2,Project baseline,,Question 1,The key document that sets up the Scrum team is the ______________.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4de99afa37b4f6892240f4e05c4286d,a4de99afa37b4f6892240f4e05c4286d_2_1,0,92,2,choice_1,Work breakdown structure,,Question 1,The key document that sets up the Scrum team is the ______________.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@a4de99afa37b4f6892240f4e05c4286d,a4de99afa37b4f6892240f4e05c4286d_2_1,1,2315,2492,choice_0,Project charter,,Question 1,The key document that sets up the Scrum team is the ______________.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,0,2,[choice_1|choice_2|choice_4|choice_5],[Capture what the team can do to improve|Discuss what the next features should be|Assign responsibilities to team members who failed to complete tasks|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,0,[choice_0|choice_1|choice_2],[Validate the product is something the users want|Capture what the team can do to improve|Discuss what the next features should be],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,0,[choice_0|choice_2|choice_4|choice_5],[Validate the product is something the users want|Discuss what the next features should be|Assign responsibilities to team members who failed to complete tasks|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,0,[choice_0|choice_2|choice_5],[Validate the product is something the users want|Discuss what the next features should be|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,0,[choice_0|choice_3|choice_5],[Validate the product is something the users want|Build stakeholder buy-in|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,0,[choice_1|choice_4|choice_5],[Capture what the team can do to improve|Assign responsibilities to team members who failed to complete tasks|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,0,[choice_2|choice_3|choice_5],[Discuss what the next features should be|Build stakeholder buy-in|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,1,[choice_0],[Validate the product is something the users want],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,1,2,[choice_0|choice_1|choice_4|choice_5],[Validate the product is something the users want|Capture what the team can do to improve|Assign responsibilities to team members who failed to complete tasks|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,2,0,[choice_0|choice_1|choice_3],[Validate the product is something the users want|Capture what the team can do to improve|Build stakeholder buy-in],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,2,6,[choice_1|choice_2|choice_3|choice_4],[Capture what the team can do to improve|Discuss what the next features should be|Build stakeholder buy-in|Assign responsibilities to team members who failed to complete tasks],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,2,8,[choice_0|choice_1|choice_3|choice_4],[Validate the product is something the users want|Capture what the team can do to improve|Build stakeholder buy-in|Assign responsibilities to team members who failed to complete tasks],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,3,0,[choice_0|choice_2|choice_3|choice_4],[Validate the product is something the users want|Discuss what the next features should be|Build stakeholder buy-in|Assign responsibilities to team members who failed to complete tasks],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,4,0,[choice_0|choice_3|choice_4|choice_5],[Validate the product is something the users want|Build stakeholder buy-in|Assign responsibilities to team members who failed to complete tasks|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,4,6,[choice_1|choice_2|choice_3|choice_5],[Capture what the team can do to improve|Discuss what the next features should be|Build stakeholder buy-in|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,6,6,[choice_0|choice_1|choice_2|choice_4],[Validate the product is something the users want|Capture what the team can do to improve|Discuss what the next features should be|Assign responsibilities to team members who failed to complete tasks],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,8,7,[choice_0|choice_1|choice_2|choice_5],[Validate the product is something the users want|Capture what the team can do to improve|Discuss what the next features should be|Force a shippable product to be ready],,Sprint Review For What?,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@aa8435c2c58d4917926735d7b61f0208,aa8435c2c58d4917926735d7b61f0208_2_1,0,9,2,[choice_0|choice_2|choice_3],[Validate the product is something the users want|Discuss what the next features should be|Build stakeholder buy-in],,Sprint Review For What?,
